word,surprise,anger,sadness,happy,fear
faith ,0.014751554,0.024068324,0.011645963,0.047360253,0.047360253
fall ,0.013200725,0.008137433,0.009222424,0.009222424,0.102893315
falls ,0.045918368,0.005102041,0.015306124,0.025510205,0.056122452
false ,0.02747253,0.038461544,0.023809526,0.020146523,0.012820514
famous ,0.058035716,0.040178575,0.02232143,0.02232143,0.013392858
fan ,0.043233085,0.02443609,0.02443609,0.03195489,0.02443609
fans ,0.029761905,0.053571433,0.009920636,0.021825397,0.029761905
fantasy ,0.082417585,0.016483517,0.016483517,0.02747253,0.016483517
far ,0.052197803,0.015734266,0.028221779,0.021228772,0.025224777
faster ,0.032467537,0.010822511,0.045454547,0.01948052,0.032467537
fat ,0.023076925,0.025274727,0.047252752,0.012087913,0.018681321
favorites ,0.023809526,0.023809526,0.11904762,0.023809526,0.023809526
fear ,0.00502554,0.004201681,0.003377822,0.007332345,0.12283738
features ,9.37E-05,3.23E-06,1.62E-05,9.70E-06,9.70E-06
feedback ,2.33E-05,3.32E-06,1.66E-05,2.99E-05,3.65E-05
feeds ,0.014285715,0.042857148,0.071428575,0.042857148,0.014285715
felt ,0.022077924,0.02557877,0.021513272,0.029418409,0.024675326
festival ,0.035714287,0.056122452,0.015306124,0.015306124,0.025510205
fiction ,0.026785716,0.04464286,0.026785716,0.026785716,0.04464286
fight ,0.0018724,0.049583916,0.002011096,0.001733703,0.086615816
figures ,0.016483517,0.02747253,0.016483517,0.060439564,0.038461544
filed ,0.035714287,0.035714287,0.107142866,0.035714287,0.035714287
fill ,0.024916943,0.041528244,0.024916943,0.034883723,0.021594686
film ,1.37E-04,7.14E-05,3.88E-05,9.18E-05,7.96E-05
films ,0.046583854,0.00310559,0.015527951,0.00931677,0.034161493
finding ,0.029761905,0.017857144,0.028439155,0.039021164,0.024470901
fine ,0.013809525,0.010000001,0.012857144,0.07380953,0.031904764
finish ,0.03902798,0.013991164,0.040500738,0.02724595,0.018409425
finished ,0.034883723,0.026024364,0.021594685,0.03820598,0.022702105
fire ,0.011520738,0.008448541,0.008448541,0.023809526,0.089861766
firm ,0.041666668,0.053571433,0.029761905,0.029761905,0.005952382
fishing ,0.052380957,0.014285715,0.014285715,0.033333335,0.042857148
fit ,0.020661157,0.032467537,0.01475797,0.05844156,0.018299883
fitness ,0.025714288,0.002857143,0.042857148,0.014285715,0.06571429
fix ,0.016917294,0.043233085,0.065789476,0.009398497,0.013157894
flag ,0.05952381,0.011904763,0.035714287,0.035714287,0.035714287
flight ,0.039285716,0.003571429,0.025,0.03214286,0.053571433
flights ,0.026785716,0.0625,0.026785716,0.008928572,0.04464286
flower ,0.05102041,0.010204082,0.030612247,0.05102041,0.030612247
flowers ,0.026190478,0.021428574,0.016666668,0.06428572,0.011904763
fly ,0.0487013,0.00974026,0.02922078,0.02922078,0.02922078
followed ,0.014592934,0.005376345,0.011520738,0.014592934,0.094470054
follows ,0.023809526,0.071428575,0.023809526,0.071428575,0.023809526
font ,0.006944445,0.004960318,0.020833334,0.1061508,0.006944445
forced ,0.001243219,0.12059224,0.001243219,0.001695298,0.014127487
forces ,0.006493507,0.006493507,0.032467537,0.11038961,0.006493507
forecast ,0.107142866,0.035714287,0.035714287,0.035714287,0.035714287
forgot ,0.005167174,0.12553191,0.003951368,0.006382979,0.002735562
fort ,0.035714287,0.035714287,0.035714287,0.107142866,0.035714287
fr ,0.107142866,0.035714287,0.035714287,0.035714287,0.035714287
frames ,0.053571433,0.017857144,0.053571433,0.017857144,0.053571433
framework ,0.035714287,0.035714287,0.035714287,0.035714287,0.107142866
frank ,0.026785716,0.026785716,0.0625,0.026785716,0.026785716
freedom ,0.05256065,0.020215636,0.02560647,0.020215636,0.02560647
frequency ,0.023809526,0.007936508,0.023809526,0.023809526,0.08730159
frequently ,0.007389163,0.022167487,0.041871924,0.032019705,0.027093597
fresh ,0.031512607,0.00210084,0.039915968,0.06092437,0.014705883
friends ,0.015508685,0.042272247,0.019762496,0.026852181,0.022421129
fuck ,0.037500005,0.033928573,0.030357145,0.033928573,0.0125
fucking ,0.025510205,0.04008746,0.045918364,0.01676385,0.013848397
fuel ,0.01948052,0.05844156,0.045454547,0.006493507,0.032467537
fully ,0.032627866,0.022045856,0.023809526,0.036155205,0.0308642
fun ,1.03E-04,8.22E-05,6.43E-05,5.07E-04,5.83E-05
funny ,0.086801246,0.002639752,0.002639752,0.047981367,0.002639752
future ,8.70E-05,6.68E-05,8.70E-05,1.03E-04,2.57E-04
gain ,0.015306124,0.008503402,0.0867347,0.018707484,0.018707484
gambling ,0.05952381,0.035714287,0.05952381,0.011904763,0.011904763
gaming ,0.07653062,0.025510205,0.015306124,0.005102041,0.035714287
garden ,3.27E-05,5.65E-05,3.87E-05,7.44E-05,2.68E-05
gave ,0.015920827,0.027108435,0.021084337,0.058089502,0.014199656
gay ,3.19E-05,1.23E-05,7.36E-06,3.17E-04,7.12E-05
gb ,0.017857144,0.08928572,0.053571433,0.017857144,0.017857144
gear ,0.02747253,0.049450554,0.038461544,0.038461544,0.005494506
gender ,0.071428575,0.023809526,0.023809526,0.023809526,0.071428575
gene ,0.035714287,0.107142866,0.035714287,0.035714287,0.035714287
gift ,4.59E-05,4.22E-05,4.59E-05,5.53E-04,1.29E-05
gifts ,0.018796993,0.056390982,0.018796993,0.048872184,0.011278195
girls ,8.32E-05,2.21E-04,1.08E-04,7.10E-05,5.88E-05
given ,1.21E-04,9.00E-05,9.00E-05,4.56E-04,9.00E-05
goal ,0.029135339,0.023496242,0.017857144,0.055451132,0.017857144
goals ,0.055357143,0.023214286,0.01964286,0.01607143,0.033928573
god ,0.018577496,0.008113436,0.008871703,0.064225055,0.012359722
goes ,0.036679536,0.014800515,0.034105536,0.026383527,0.027670529
golden ,0.006493507,0.01948052,0.006493507,0.084415585,0.045454547
golf ,0.05102041,0.071428575,0.010204082,0.010204082,0.030612247
gone ,0.038320053,0.02912324,0.026670756,0.022992032,0.024218272
good ,0.022865238,0.021516256,0.024079321,0.04917038,0.02124646
goods ,0.032467537,0.084415585,0.006493507,0.032467537,0.006493507
got ,0.024846906,0.024344945,0.014908142,0.03428371,0.017116755
graduate ,0.005533199,5.03E-04,0.003521127,0.12927566,0.003521127
grand ,0.004638219,0.006493507,0.013914657,0.11595548,0.004638219
graphic ,0.008928572,0.026785716,0.0625,0.04464286,0.026785716
great ,0.013896266,0.006992389,0.009116659,0.059568066,0.016020535
greater ,0.030219782,0.002747253,0.008241759,0.041208792,0.06868132
grow ,0.036203522,0.016634053,0.018590998,0.04011742,0.034246575
growing ,0.039083563,0.028301887,0.020215636,0.020215636,0.039083563
guarantee ,0.053571433,0.029761905,0.017857144,0.029761905,0.029761905
guaranteed ,0.035714287,0.035714287,0.035714287,0.035714287,0.107142866
guess ,0.0300656,0.024234693,0.028972303,0.019497085,0.040634114
guitar ,0.071428575,0.006493507,0.006493507,0.071428575,0.006493507
hall ,0.009920636,0.029761905,0.005952382,0.025793651,0.01388889
handle ,0.021683674,0.031887755,0.016581632,0.039540816,0.036989797
handling ,0.071428575,0.006493507,0.01948052,0.05844156,0.006493507
happen ,0.03214286,0.02305195,0.02435065,0.019805197,0.039285716
happy ,0.018183213,0.015267762,0.010050637,0.090148844,0.009129969
hard ,1.34E-04,1.70E-04,2.10E-04,1.63E-04,2.57E-04
harry ,0.046428572,0.039285716,0.03214286,0.010714287,0.025
hawaii ,0.05102041,0.05102041,0.010204082,0.030612247,0.030612247
headlines ,0.035714287,0.035714287,0.107142866,0.035714287,0.035714287
healthcare ,0.035714287,0.107142866,0.035714287,0.035714287,0.035714287
healthy ,0.014929744,0.006733021,0.026639346,0.0898712,0.005562061
heard ,0.022495363,0.035482377,0.016465677,0.0317718,0.020176254
heart ,0.027327936,0.018941587,0.020965878,0.051041063,0.025014462
heat ,0.04251701,0.011904763,0.056122452,0.015306124,0.022108845
heavy ,0.006528418,0.055683564,0.021889402,0.004224271,0.05337942
height ,0.053571433,0.017857144,0.037698418,0.021825397,0.017857144
held ,0.032627866,0.025573192,0.022045856,0.037918873,0.020282188
hello ,0.018518519,0.02910053,0.08201059,0.013227513,0.007936508
helps ,0.018123668,0.013859276,0.03944563,0.043710027,0.030916845
henry ,0.029761905,0.017857144,0.005952382,0.017857144,0.077380955
hey ,0.08928572,0.005952382,0.024659863,0.011054423,0.014455783
hidden ,0.049107146,0.02232143,0.004464286,0.06696429,0.013392858
hide ,0.016581632,0.034438778,0.016581632,0.019132653,0.054846942
highest ,0.021428574,0.06428572,0.007142858,0.06428572,0.007142858
highly ,0.026932085,0.033957846,0.00117096,0.012880562,0.06674474
hip ,0.017857144,0.041666668,0.053571433,0.017857144,0.029761905
hire ,0.017857144,0.017857144,0.08928572,0.017857144,0.053571433
hit ,0.045876887,0.021486646,0.020325204,0.015679443,0.037746806
hits ,0.071428575,0.014285715,0.033333335,0.033333335,0.004761905
hiv ,0.053571433,0.017857144,0.053571433,0.017857144,0.053571433
hold ,0.025123155,0.026108375,0.032019705,0.028078819,0.031034485
hole ,0.042410716,0.029017858,0.015625,0.033482146,0.024553573
holiday ,0.022522522,0.027670529,0.01866152,0.045688547,0.022522522
holidays ,0.014285715,0.02698413,0.04603175,0.030158732,0.017460318
hong ,0.042857148,0.014285715,0.014285715,0.071428575,0.042857148
hope ,0.013923478,0.009395519,0.01596106,0.04154404,0.062146258
hot ,5.54E-05,8.70E-05,9.75E-05,7.64E-05,6.59E-05
household ,0.030612247,0.010204082,0.030612247,0.05102041,0.05102041
houses ,0.016233768,0.042207796,0.022727275,0.022727275,0.0487013
houston ,0.11904762,0.023809526,0.023809526,0.023809526,0.023809526
hr ,0.023809526,0.023809526,0.071428575,0.023809526,0.071428575
huge ,0.03327922,0.026785716,0.025162337,0.026785716,0.03327922
hunter ,0.042857148,0.014285715,0.042857148,0.014285715,0.071428575
ice ,0.026610646,0.018207286,0.04061625,0.023809526,0.035014007
icon ,0.1,0.014285715,0.014285715,0.042857148,0.014285715
ideal ,0.029761905,0.005952382,0.041666668,0.041666668,0.041666668
identified ,0.071428575,0.014285715,0.042857148,0.042857148,0.014285715
identify ,0.005252102,0.003151261,0.00105042,0.12710086,0.009453783
identity ,0.071428575,0.023809526,0.014285715,0.004761905,0.033333335
immediately ,0.031462587,0.038265307,0.033163264,0.019557824,0.021258505
import ,0.11904762,0.023809526,0.023809526,0.023809526,0.023809526
importance ,0.039682545,0.02910053,0.023809526,0.02910053,0.02910053
important ,0.014909849,0.023231624,0.016990293,0.066227466,0.012135922
improve ,0.030612247,0.017006803,0.037414968,0.030612247,0.037414968
improved ,0.07857143,0.021428574,0.021428574,0.007142858,0.035714287
incest ,0.035714287,0.035714287,0.035714287,0.035714287,0.035714287
inch ,0.01948052,0.01948052,0.006493507,0.05844156,0.05844156
inches ,0.056122452,0.005102041,0.045918368,0.015306124,0.035714287
increase ,0.02631579,0.011278195,0.06390978,0.02631579,0.02631579
increasing ,0.053571433,0.053571433,0.053571433,0.017857144,0.017857144
indeed ,0.048136648,0.029503107,0.023291927,0.029503107,0.017080747
indiana ,0.042857148,0.014285715,0.014285715,0.071428575,0.042857148
industries ,0.023809526,0.023809526,0.023809526,0.023809526,0.023809526
influence ,0.014285715,0.037142858,0.020000001,0.03142857,0.037142858
injury ,0.02777778,0.011904763,0.019841272,0.019841272,0.07539683
installed ,0.042857148,0.042857148,0.042857148,0.014285715,0.042857148
instance ,0.038461544,0.02747253,0.005494506,0.038461544,0.02747253
instant ,0.030612247,0.010204082,0.05102041,0.05102041,0.030612247
institutions ,0.035714287,0.107142866,0.035714287,0.035714287,0.035714287
intelligence ,0.023809526,0.004761905,0.033333335,0.061904766,0.033333335
intended ,0.02922078,0.0487013,0.035714287,0.022727275,0.016233768
interest ,0.019009218,0.008640553,0.015552996,0.07776498,0.021313366
interested ,0.05,0.02346939,0.005102041,0.015306124,0.041836735
interesting ,0.053571433,0.017857144,0.03733766,0.017857144,0.021103898
interests ,0.05844156,0.045454547,0.01948052,0.006493507,0.006493507
interior ,0.053571433,0.017857144,0.017857144,0.053571433,0.053571433
interview ,0.04355401,0.022648085,0.019163765,0.03310105,0.026132407
introduced ,0.017857144,0.010714287,0.017857144,0.039285716,0.03214286
involved ,0.024107145,0.022321427,0.01875,0.016964287,0.041964285
iowa ,0.023809526,0.071428575,0.023809526,0.023809526,0.071428575
ipod ,0.032467537,0.045454547,0.032467537,0.01948052,0.032467537
iron ,0.033333335,0.033333335,0.071428575,0.014285715,0.004761905
israel ,0.02777778,0.011904763,0.06746032,0.011904763,0.035714287
issued ,0.071428575,0.023809526,0.023809526,0.023809526,0.071428575
issues ,6.57E-05,1.18E-04,7.09E-05,5.51E-05,7.62E-05
iv ,0.035714287,0.035714287,0.107142866,0.035714287,0.035714287
jackson ,0.05952381,0.011904763,0.035714287,0.011904763,0.05952381
jazz ,0.107142866,0.035714287,0.035714287,0.035714287,0.035714287
jesus ,0.026595745,0.005319149,0.003799392,0.09498481,0.014437691
joseph ,0.017857144,0.017857144,0.08928572,0.017857144,0.053571433
judge ,0.013736265,0.052197803,0.019230772,0.008241759,0.057692308
junior ,0.007142858,0.05,0.035714287,0.035714287,0.007142858
keep ,1.65E-04,1.91E-04,2.25E-04,1.93E-04,1.79E-04
kelly ,0.1,0.014285715,0.014285715,0.014285715,0.042857148
kentucky ,0.035714287,0.035714287,0.107142866,0.035714287,0.035714287
kept ,0.024475526,0.053446554,0.022477524,0.012487513,0.022477524
kids ,0.029568108,0.034883723,0.032890365,0.02292359,0.02358804
kinds ,0.053571433,0.003571429,0.039285716,0.017857144,0.025
knew ,0.025910364,0.032446314,0.023109246,0.02777778,0.025443513
kong ,0.035714287,0.035714287,0.011904763,0.05952381,0.035714287
korea ,0.035714287,0.07653062,0.025510205,0.005102041,0.015306124
lab ,0.023809526,0.023809526,0.071428575,0.023809526,0.023809526
lack ,0.010042434,0.10141443,0.01824611,0.002687412,0.006930693
ladies ,0.061904766,0.061904766,0.014285715,0.004761905,0.014285715
lady ,0.03033268,0.03816047,0.012720157,0.024461841,0.018590998
lake ,0.025510205,0.005102041,0.035714287,0.056122452,0.035714287
laptop ,0.03125,0.040178575,0.013392858,0.049107146,0.02232143
larger ,0.029761905,0.029761905,0.029761905,0.041666668,0.029761905
late ,0.002430815,0.1277113,0.005173273,0.00180753,0.005173273
latin ,0.023809526,0.023809526,0.023809526,0.071428575,0.071428575
laws ,0.015306124,0.035714287,0.045918368,0.015306124,0.045918368
lawyer ,0.011904763,0.05952381,0.011904763,0.083333336,0.011904763
layer ,0.039682545,0.023809526,0.039682545,0.05555556,0.007936508
leader ,0.012857144,0.04428572,0.010000001,0.04428572,0.010000001
leaders ,0.014285715,0.033333335,0.033333335,0.033333335,0.023809526
leadership ,0.05102041,0.030612247,0.030612247,0.010204082,0.05102041
leads ,0.034161493,0.034161493,0.04037267,0.027950311,0.015527951
league ,0.014285715,0.014285715,0.042857148,0.042857148,0.042857148
learning ,1.35E-04,6.86E-05,1.11E-04,6.86E-05,9.22E-05
leather ,0.015306124,0.005102041,0.005102041,0.096938774,0.025510205
leave ,0.011045655,0.08447297,0.017147066,0.011676836,0.016726278
legal ,1.03E-05,3.43E-06,3.43E-06,1.72E-05,1.72E-05
legislation ,0.035714287,0.035714287,0.107142866,0.035714287,0.035714287
les ,0.035714287,0.035714287,0.035714287,0.035714287,0.107142866
lesbian ,0.071428575,0.023809526,0.023809526,0.023809526,0.071428575
less ,0.02633861,0.024604382,0.03262519,0.023086928,0.03566009
let ,1.67E-04,2.68E-04,1.87E-04,1.67E-04,1.85E-04
libraries ,0.023809526,0.023809526,0.071428575,0.023809526,0.071428575
licensed ,0.023809526,0.023809526,0.023809526,0.11904762,0.023809526
lighting ,0.071428575,0.023809526,0.023809526,0.071428575,0.023809526
likely ,0.024234693,0.024234693,0.036989797,0.019132653,0.04209184
limit ,0.053571433,0.029761905,0.041666668,0.005952382,0.029761905
limited ,2.90E-05,1.61E-05,6.76E-05,2.25E-05,1.61E-05
lingerie ,0.023809526,0.023809526,0.023809526,0.11904762,0.023809526
little ,0.03139792,0.0188658,0.02499662,0.013005455,0.04465131
loan ,0.017857144,0.017857144,0.017857144,0.08928572,0.053571433
logged ,0.05102041,0.030612247,0.05102041,0.010204082,0.030612247
looked ,0.050087105,0.015243904,0.019599304,0.023083623,0.028310107
looking ,2.87E-04,1.20E-04,1.35E-04,1.49E-04,2.23E-04
loss ,0.023056058,0.015822787,0.035714287,0.014918626,0.05379747
lost ,0.006657542,0.033163264,0.013999503,0.005288702,0.082814835
love ,0.023865646,0.014353061,0.01586834,0.07302804,0.015110699
lowest ,0.011904763,0.011904763,0.05952381,0.035714287,0.035714287
luxury ,0.017857144,0.053571433,0.017857144,0.029761905,0.041666668
machines ,0.0625,0.008928572,0.026785716,0.026785716,0.04464286
magic ,0.05102041,0.010204082,0.030612247,0.04421769,0.017006803
maine ,0.023809526,0.023809526,0.023809526,0.071428575,0.071428575
maintain ,0.03142857,0.020000001,0.037142858,0.025714288,0.03142857
maintained ,0.014285715,0.014285715,0.071428575,0.042857148,0.014285715
majority ,0.034161493,0.015527951,0.052795034,0.02173913,0.027950311
making ,1.66E-04,1.80E-04,2.18E-04,1.45E-04,2.20E-04
manage ,0.011111112,0.020634923,0.071428575,0.030158732,0.014285715
managed ,0.04551821,0.007703082,0.025910366,0.039915968,0.023109246
manner ,0.06868132,0.02838828,0.004578755,0.008241759,0.019230772
marriage ,0.005593804,0.003872634,0.003872634,0.118330464,0.012478487
married ,0.038641687,0.029274005,0.008196722,0.033957846,0.022248244
matching ,0.12857144,0.014285715,0.014285715,0.014285715,0.014285715
math ,0.038461544,0.005494506,0.038461544,0.016483517,0.038461544
matrix ,0.071428575,0.023809526,0.023809526,0.071428575,0.023809526
matters ,0.03142857,0.037142858,0.025714288,0.037142858,0.020000001
meaning ,0.019163765,0.015679443,0.026132407,0.07491289,0.012195122
measure ,0.017857144,0.029761905,0.041666668,0.029761905,0.041666668
meet ,0.024064172,0.020244462,0.011841101,0.026355999,0.059969444
meeting ,8.52E-05,1.38E-04,7.65E-05,1.29E-04,1.07E-04
mental ,0.025,0.017857144,0.046428572,0.015476191,0.029761905
mentioned ,0.034161493,0.034161493,0.034161493,0.015527951,0.023809526
met ,0.022002552,0.011798469,0.009885204,0.06473215,0.016900511
mg ,0.035714287,0.107142866,0.011904763,0.011904763,0.011904763
miami ,0.030612247,0.030612247,0.091836736,0.010204082,0.010204082
mid ,0.02910053,0.023809526,0.050264552,0.002645503,0.034391537
mike ,0.077380955,0.017857144,0.017857144,0.029761905,0.017857144
miller ,0.035714287,0.035714287,0.035714287,0.107142866,0.035714287
mind ,0.034688015,0.021962235,0.017857144,0.028940888,0.039614126
mine ,0.013690476,0.04265873,0.019642858,0.027976193,0.013690476
ministry ,0.071428575,0.016483517,0.016483517,0.02747253,0.02747253
minnesota ,0.05555556,0.007936508,0.05555556,0.007936508,0.039682545
minor ,0.03214286,0.017857144,0.039285716,0.025,0.025
missing ,0.017102618,0.027162978,0.06539236,0.009054326,0.027162978
mix ,0.059718974,0.005854801,0.003512881,0.029274005,0.04566745
mo ,0.05952381,0.011904763,0.035714287,0.035714287,0.035714287
mom ,0.0578056,0.016568484,0.022459501,0.016568484,0.030559648
moment ,0.027093597,0.023036802,0.029701537,0.032019705,0.030281078
moon ,0.027950311,0.02173913,0.015527951,0.0652174,0.02173913
mostly ,0.041984733,0.015812432,0.029989097,0.022355508,0.03217012
mount ,0.007936508,0.007936508,0.023809526,0.023809526,0.103174604
mouse ,0.02747253,0.016483517,0.005494506,0.038461544,0.060439564
move ,0.022481505,0.016220832,0.023050657,0.050369952,0.028173024
moved ,0.03142857,0.027619049,0.020000001,0.021904763,0.021904763
movement ,0.04693878,0.014285715,0.030612247,0.010204082,0.04693878
mt ,0.023809526,0.071428575,0.023809526,0.071428575,0.023809526
naked ,0.006944445,0.002976191,0.002976191,0.004960318,0.03670635
named ,0.060439564,0.02747253,0.02747253,0.016483517,0.02747253
nations ,0.035714287,0.035714287,0.107142866,0.035714287,0.035714287
native ,0.032467537,0.032467537,0.032467537,0.006493507,0.045454547
natural ,7.06E-05,3.11E-05,4.80E-05,8.75E-05,7.06E-05
ne ,0.017857144,0.017857144,0.053571433,0.053571433,0.053571433
near ,0.015731294,0.014030613,0.008928572,0.07270409,0.021683674
nearby ,0.012605043,0.046218492,0.004201681,0.021008406,0.03781513
nearly ,0.02436975,0.01764706,0.022689078,0.021008406,0.05294118
need ,0.03162431,0.022713995,0.025489338,0.033231087,0.028848965
needed ,0.020752897,0.032335907,0.034266412,0.026544401,0.023648651
needs ,0.02724595,0.022827689,0.030191459,0.03755523,0.02724595
negative ,0.001486032,0.13186052,0.003863682,0.001089756,0.003665544
netherlands ,0.017857144,0.017857144,0.017857144,0.053571433,0.017857144
never ,0.03426314,0.025395034,0.032812,0.018461788,0.028619802
newspaper ,0.002380953,0.026190478,0.011904763,0.045238096,0.011904763
nine ,0.023809526,0.033333335,0.023809526,0.033333335,0.042857148
nj ,0.023809526,0.023809526,0.11904762,0.023809526,0.023809526
normal ,0.02802198,0.024725277,0.043406595,0.015934067,0.030219782
noted ,0.011904763,0.035714287,0.05952381,0.035714287,0.035714287
nt ,0.023809526,0.023809526,0.071428575,0.023809526,0.071428575
nuclear ,4.64E-04,4.64E-04,4.64E-04,4.64E-04,0.14053804
nude ,0.035714287,0.011904763,0.035714287,0.083333336,0.011904763
null ,0.023809526,0.023809526,0.071428575,0.023809526,0.071428575
nursing ,0.020833334,0.038690478,0.026785716,0.038690478,0.020833334
nutrition ,0.021428574,0.007142858,0.05,0.05,0.035714287
objects ,0.0625,0.026785716,0.008928572,0.026785716,0.04464286
obtain ,0.05952381,0.05952381,0.035714287,0.011904763,0.011904763
obtained ,0.026785716,0.008928572,0.008928572,0.09821429,0.026785716
ocean ,0.063025214,0.012605043,0.004201681,0.046218492,0.029411767
offering ,0.035714287,0.011904763,0.02777778,0.043650795,0.019841272
offers ,3.02E-05,2.35E-05,1.01E-05,1.68E-05,3.35E-06
officers ,0.014285715,0.014285715,0.014285715,0.042857148,0.071428575
offices ,0.035714287,0.011904763,0.011904763,0.035714287,0.05952381
officials ,0.014285715,0.014285715,0.014285715,0.042857148,0.042857148
oklahoma ,0.107142866,0.035714287,0.035714287,0.035714287,0.035714287
ones ,0.022380954,0.060476195,0.013809525,0.027142858,0.02047619
ontario ,0.035714287,0.035714287,0.035714287,0.107142866,0.035714287
onto ,0.025075989,0.018996961,0.050911855,0.02355623,0.02355623
opening ,0.040584423,0.021103898,0.017857144,0.03409091,0.030844158
opinions ,0.020146523,0.049450554,0.009157511,0.009157511,0.04578755
opportunity ,0.03730159,0.019841272,0.03730159,0.032539684,0.01825397
option ,0.03125,0.040178575,0.040178575,0.004464286,0.040178575
ordering ,0.05952381,0.035714287,0.05952381,0.011904763,0.011904763
oregon ,0.107142866,0.035714287,0.035714287,0.035714287,0.035714287
origin ,0.023809526,0.023809526,0.071428575,0.071428575,0.023809526
originally ,0.017857144,0.041666668,0.065476194,0.005952382,0.029761905
orlando ,0.071428575,0.014285715,0.042857148,0.014285715,0.042857148
outdoors ,0.039682545,0.039682545,0.007936508,0.007936508,0.071428575
owned ,0.0625,0.008928572,0.026785716,0.008928572,0.0625
owner ,0.025510205,0.045918368,0.035714287,0.025510205,0.025510205
oz ,0.08928572,0.017857144,0.053571433,0.017857144,0.017857144
pain ,0.02016255,0.026727103,0.022663333,0.05267271,0.018912163
pair ,0.011363638,0.017857144,0.043831173,0.06331169,0.001623377
palm ,0.08035715,0.04464286,0.008928572,0.008928572,0.026785716
parent ,0.016883118,0.03766234,0.032467537,0.027272727,0.01948052
paris ,0.049450554,0.038461544,0.02747253,0.016483517,0.02747253
parking ,0.023809526,0.057823133,0.023809526,0.030612247,0.017006803
parks ,0.017857144,0.053571433,0.017857144,0.08928572,0.017857144
participants ,0.042857148,0.042857148,0.014285715,0.042857148,0.042857148
participation ,0.021428574,0.06428572,0.007142858,0.05,0.021428574
partners ,0.011904763,0.083333336,0.011904763,0.035714287,0.035714287
partnership ,0.017857144,0.017857144,0.017857144,0.08928572,0.053571433
party ,0.014285715,0.031216934,0.01005291,0.03862434,0.01957672
passed ,0.013558202,0.008928572,0.009589947,0.09821429,0.007605821
patient ,0.013513515,0.032818533,0.013513515,0.021235522,0.01737452
pattern ,0.02777778,0.019841272,0.019841272,0.051587302,0.035714287
patterns ,0.021428574,0.035714287,0.007142858,0.06428572,0.035714287
pay ,7.74E-05,1.70E-04,1.57E-04,5.97E-05,7.74E-05
payment ,1.05E-05,1.75E-05,3.50E-06,3.50E-06,3.50E-06
payments ,0.035714287,0.035714287,0.107142866,0.035714287,0.035714287
peace ,0.015337424,0.015337424,0.00832603,0.084574945,0.018843122
perfect ,0.024327124,0.011904763,0.009834369,0.088509314,0.009834369
perform ,0.048872184,0.011278195,0.041353386,0.011278195,0.041353386
performed ,0.021428574,0.007142858,0.007142858,0.07857143,0.021428574
permalink ,0.035714287,0.035714287,0.045918368,0.025510205,0.015306124
permanent ,0.06428572,0.007142858,0.035714287,0.021428574,0.035714287
permit ,0.071428575,0.023809526,0.071428575,0.023809526,0.023809526
personnel ,0.035714287,0.107142866,0.035714287,0.035714287,0.035714287
